fold,grid_km,roc_auc,pr_auc,best_f1,best_t
1,20.0,0.605591694592286,0.21419618576215732,0.3054989816700611,0.34
2,20.0,0.5482019363762103,0.24661867598826373,0.34274193548387094,0.46
3,20.0,0.6879763445498994,0.3234002499437788,0.4190871369294606,0.5
4,20.0,0.6057581929272358,0.25622078865493453,0.37542662116040953,0.7000000000000001
5,20.0,0.6365761060393259,0.23465003766698808,0.31877729257641924,0.52
