fold,grid_km,roc_auc,pr_auc,best_f1,best_t
1,20.0,0.4453424447510787,0.12238554667369206,0.28524046434494194,0.27
2,20.0,0.48246887966804974,0.1774225607563018,0.3568215892053973,0.15000000000000002
3,20.0,0.5859037963761864,0.20610273718050476,0.3920792079207921,0.34
4,20.0,0.5643584521384928,0.19340616269284477,0.348993288590604,0.37
5,20.0,0.5298016151685393,0.14606555209997457,0.2847457627118644,0.21000000000000002
