fold,grid_km,roc_auc,pr_auc,best_f1,best_t
1,20.0,0.6414459995181462,0.18913031076771245,0.3418803418803419,0.47000000000000003
2,20.0,0.5774896265560165,0.24061442665383578,0.3667953667953668,0.35000000000000003
3,20.0,0.7212036238136325,0.31664019931634385,0.46511627906976744,0.5
4,20.0,0.6144139974078874,0.24285840123967983,0.36597938144329895,0.45
5,20.0,0.6219935042134832,0.19384972063772143,0.30939226519337015,0.47000000000000003
